source,id,name,old_category_id,predicted_category_id,predicted_name,confidence,reason
supplier_products,c14ad62a-131a-4ce2-954a-d4eadd92e1e4,Sponge Snacks,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,91549ddb-1b13-4058-82f6-f1d86475ea0f,Sweet Biscuits & Bars,medium,"Sponge snacks are cake-like baked goods; classified as Sweet Biscuits & Bars due to similar texture/consumption profile, though 'sponge' suggests cake rather than biscuit. No exact cake category available."
supplier_products,85a04bd0-b16a-4041-9dec-a8afb626a69b,Organic Essential Oils,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,unclassified,Unclassified,high,"Essential oils are cosmetic/aromatherapy products, not food items. Outside scope of B2B food sourcing platform."
supplier_products,169c2480-81f9-48d2-8f85-f7b486be90dd,Gherkins,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,6b051f68-90c2-4ba4-9535-f678cd268cf8,Canned & Preserved Goods,high,"Gherkins are pickled/preserved cucumbers, a canned preserved good. Best match is 'Canned & Preserved Goods' over 'Canned Vegetables & Pulses' as gherkins are a preserve/condiment product rather than plain vegetable."
supplier_products,c71a5f2b-0ef6-462f-af5f-2cf85e63c4b7,PizzaMI Pizza Dough,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,8660789d-00a3-49d2-8489-6b42f2345b7a,Bakery & Bread Products,high,"Pizza dough is a prepared bread/bakery product, typically sold as a finished or semi-finished SKU for baking pizza bases."
supplier_products,09d95de3-01fd-4f0d-bd6c-2ac49d42edb6,PizzaMI Mini Bread Rolls (Panini),d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,8660789d-00a3-49d2-8489-6b42f2345b7a,Bakery & Bread Products,high,"Mini bread rolls (panini) are a finished bakery product, explicitly fitting Bakery & Bread Products category."
supplier_products,a382e750-cda0-4bd2-a57d-1075692e2114,Diced Tomatoes,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,2b5f3c21-1770-4da3-b0ec-6147ffbcc8c7,Tomato Products,high,"Diced tomatoes are canned/preserved tomato product, explicitly matching the Tomato Products conflict rule."
supplier_products,d76bc9ff-7ca7-4ddb-a23a-0f339aea283b,Oat Hoops Cereal,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,a230a819-c000-4eee-b56e-3eea4e4f350c,Breakfast Cereals,high,"Oat Hoops Cereal is explicitly a breakfast cereal product, matching the Breakfast Cereals category exactly."
supplier_products,0b037ee8-30a0-47e4-9572-061d79fef93c,Porridges,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,a230a819-c000-4eee-b56e-3eea4e4f350c,Breakfast Cereals,high,"Porridges are breakfast cereals/cereal products, organic/natural designation is a marketing attribute not a category modifier."
supplier_products,ec55ca1e-080b-401f-8455-69e79c7c7653,Organic Muesli,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,a230a819-c000-4eee-b56e-3eea4e4f350c,Breakfast Cereals,high,"Organic Muesli is a breakfast cereal product — grain-based, ready-to-eat breakfast item. Matches 'Breakfast Cereals' category explicitly."
supplier_products,ef736421-ecaa-4660-ba66-b710af8842c2,Freeze-Dried Raspberry Powder,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,0a8f2c3c-b4ed-4759-849d-a545cdf551a2,Ingredients & Additives,high,"Freeze-dried raspberry powder is a B2B raw ingredient/functional additive used in beverages, desserts, and food manufacturing—not a finished retail product. Fits Ingredients & Additives as a dry fruit powder input."
supplier_products,1bbfd6e1-663d-40f2-b8b6-2408d23d676a,Freeze-Dried Raspberry Whole,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,unclassified,Unclassified,high,"Freeze-dried whole raspberries are a processed fruit ingredient/topping, not matching any allowed category. Could be B2B ingredient stock or retail SKU component, but no 'Dried Fruits' or 'Fruit Products' category exists in the allowed list."
supplier_products,9697d4a6-d23f-40a4-9850-5739326e391e,Taralli Bio Organic,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,f20fccd2-3bbe-4b7d-9b01-6424ef184fba,Savory Snacks & Cereals,high,Taralli are Italian savory ring-shaped crackers/snacks. Organic labeling does not change classification. Matches Savory Snacks & Cereals.
supplier_products,bf329aa1-a767-483d-8510-0e435ec92214,Dehydrated Onion,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,0a8f2c3c-b4ed-4759-849d-a545cdf551a2,Ingredients & Additives,high,"Dehydrated onion is a B2B raw ingredient/culinary additive used in food manufacturing, not a finished retail product. Fits Ingredients & Additives."
supplier_products,c5238f3d-1868-4e78-80d7-0948ee8d1ecd,Organic Frozen Vegetables,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,c49e821f-fff8-4ac1-af10-c6db4c8564ab,Prepared Meals (Frozen & Shelf-Stable),high,Frozen vegetables are explicitly covered by the conflict rule: 'Frozen vegetables / frozen ready items -> Prepared Meals (Frozen & Shelf-Stable)'
supplier_products,3e77e17d-2fe3-48c3-8369-3f4c8502b709,Anydro Organic Sweet Tomato,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,2b5f3c21-1770-4da3-b0ec-6147ffbcc8c7,Tomato Products,high,"'Sweet Tomato' is a tomato product. Despite 'sweet' descriptor, primary ingredient is tomato. Matches Tomato Products category per conflict rules for canned/preserved tomato items."
supplier_products,24019939-457c-4a03-8f69-4b3d89a0dd45,PizzaMI Pizza Base,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,8660789d-00a3-49d2-8489-6b42f2345b7a,Bakery & Bread Products,high,"Pizza base is a bread/bakery product — pre-made dough base for pizza assembly, belongs in Bakery & Bread Products"
supplier_products,8886ddb9-c40d-4aa4-a940-4cee3fe6f370,Freeze-Dried Pear Cubes,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,unclassified,Unclassified,high,"Freeze-dried fruit cubes do not match any allowed category. Not a snack, biscuit, cereal, chocolate item, canned good, vegetable, meat, fish, dairy, dessert, ingredient, herb, protein, bread, sauce, beverage, oil, pasta, prepared meal, or sweetener."
supplier_products,030d406f-1f8d-415d-9ac1-8e003616334c,Red Grapefruit Juice Concentrate,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,32eace2c-ac37-4168-b93b-005748119293,Beverages (Non-Alcoholic),high,"Juice concentrate is a beverage product, classified under Beverages (Non-Alcoholic)"
supplier_products,b51d52c4-2420-488d-8aef-1b644d3fa337,Essences and Aromas for Baking,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,0a8f2c3c-b4ed-4759-849d-a545cdf551a2,Ingredients & Additives,high,"Essences and aromas are B2B raw input ingredients used in baking production, not finished retail SKUs. Fits Ingredients & Additives."
supplier_products,9a08e52c-76b8-41db-b569-6f1da3ff2033,Plant-Based Products,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,unclassified,Unclassified,high,"Generic category label without specific product type. 'Plant-Based Products' alone is too broad and vague — does not indicate whether it's a protein isolate, finished snack, beverage, or other SKU. Cannot assign without explicit product intent."
supplier_products,b524d17e-487a-4e5c-b5e5-589dc5c3903b,Freeze-Dried Fig Slices,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,unclassified,Unclassified,high,"Freeze-dried fig slices are a dried fruit snack product. No allowed category explicitly covers dried fruits or fruit snacks. 'Savory Snacks & Cereals' is savory-focused; 'Sweet Biscuits & Bars' requires biscuit/bar structure; 'Canned & Preserved Goods' is for canned/jarred items, not freeze-dried. Does not fit any defined category."
supplier_products,707e833d-1f31-4a28-afde-f529afd248a5,Dehydrated Culinary Herbs,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,8899bfa4-1ca9-451b-8fdb-242231a6d2f0,Herbs,high,"Dehydrated culinary herbs are explicitly herbs, matching the dedicated 'Herbs' category"
supplier_products,a6ff9fea-3512-48f1-bd9d-5ed1cfa8f377,Aromatic Seeds,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,8899bfa4-1ca9-451b-8fdb-242231a6d2f0,Herbs,high,"Aromatic seeds (cumin, coriander, fennel, etc.) are culinary herbs/spices used as flavoring ingredients, matching the Herbs category."
supplier_products,b36e4561-1d04-468f-bef4-43dd3e8a2731,Organic Certified Line (Bio Bronte),d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,unclassified,Unclassified,high,Product text describes only a brand/line name ('Bio Bronte') with certification claim ('Organic & Natural') but contains no actual product type or SKU information. Cannot classify without knowing what the product is (food category unknown).
supplier_products,698b3675-0546-494b-8c72-63c61bc40f0c,Madagascar Bourbon Pure Vanilla Extract,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,0a8f2c3c-b4ed-4759-849d-a545cdf551a2,Ingredients & Additives,high,"Vanilla extract is a B2B ingredient/flavoring agent used in food manufacturing, fits Ingredients & Additives classification"
supplier_products,078fcc5b-44ca-43bd-977a-42c992f5657c,Freeze-Dried Kiwi Cubes,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,unclassified,Unclassified,high,"Freeze-dried fruit cubes do not fit any allowed category. Not a savory snack, biscuit, cereal, confectionery, canned good, vegetable, tomato product, protein, bakery item, sauce, beverage, oil, pasta, prepared meal, or sweetener."
supplier_products,2003b7e2-a393-4685-9e0b-910171aad589,Dried Chestnuts,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,unclassified,Unclassified,high,"Dried chestnuts are a whole food/nut product with no matching category. 'Savory Snacks & Cereals' is closest but explicitly covers processed snacks/cereals, not whole dried nuts. 'Canned & Preserved Goods' is for canned/preserved items, not dried whole foods."
supplier_products,45f732b7-7c4c-4119-99ab-6a7c61de25e8,Martino Organic Tomato Couscous,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,ff746938-df89-47ad-9551-b174340c7ce1,Pasta/Noodles,high,"Couscous is a pasta/grain product. Primary ingredient is couscous with tomato flavoring. Tomato is secondary flavoring, not the primary preserved tomato product."
supplier_products,603f679e-2aba-47b0-902a-cbad4cdaed58,Sweet Corn,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,bd1da832-15dd-4186-b365-3e26b38bbdbe,Canned Vegetables & Pulses,high,"Sweet corn is a canned or preserved vegetable product, matching 'Canned Vegetables & Pulses' category."
supplier_products,037dad0f-772c-419e-991f-481a9025d6d7,Freeze-Dried Aronia Whole Berries,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,unclassified,Unclassified,high,"Freeze-dried whole berries are a processed fruit product that does not match any allowed category. Not a snack, cereal, confectionery, preserved good, vegetable, sauce, ingredient, herb, protein, bakery item, beverage, oil, pasta, meal, or sweetener."
supplier_products,7ec78fa9-dd7d-4d01-b2a1-b4c32821715b,Green Peas,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,bd1da832-15dd-4186-b365-3e26b38bbdbe,Canned Vegetables & Pulses,high,"Green peas are a canned/preserved vegetable and pulse product, fitting squarely in 'Canned Vegetables & Pulses' category."
supplier_products,a09e1d0f-d06e-4b1c-bafb-d396aa11d9a2,Biobiscotto Wholegrain,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,91549ddb-1b13-4058-82f6-f1d86475ea0f,Sweet Biscuits & Bars,high,"Biobiscotto is a wholegrain biscuit product. Plain biscuits fall under Sweet Biscuits & Bars per conflict rules, not Savory Snacks & Cereals."
supplier_products,ae0d7a1b-eaa8-4256-94ac-db9d74743047,Biobiscotto Without Milk and Eggs,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,91549ddb-1b13-4058-82f6-f1d86475ea0f,Sweet Biscuits & Bars,high,"Biobiscotto is a plain biscuit/cookie product. Per conflict rules, plain biscuits and cookies belong in Sweet Biscuits & Bars, not Confectionery & Chocolate. The dairy-free/egg-free specification is a dietary attribute, not a category determinant."
supplier_products,e135b414-e134-4dbd-a86b-510b6fe987d4,Sponge Cakes,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,8660789d-00a3-49d2-8489-6b42f2345b7a,Bakery & Bread Products,high,Sponge cakes are baked goods that fall squarely within Bakery & Bread Products category
supplier_products,df05fa9a-6462-4c24-9034-12e29146caa1,Relish,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,24768201-755e-4560-b283-46cbbabcd27b,Specialty Sauces & Condiments,high,"Relish is a condiment/pickle product, a prepared sauce or relish topping. Fits Specialty Sauces & Condiments."
supplier_products,dea37ba3-5cf1-472a-986e-42bd2eaf16af,Frozen Blueberries,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,unclassified,Unclassified,high,"Frozen blueberries are a frozen fruit product. No allowed category explicitly covers frozen fruits or produce. 'Prepared Meals (Frozen & Shelf-Stable)' is for ready-to-eat items, not raw frozen ingredients. 'Canned & Preserved Goods' and 'Canned Vegetables & Pulses' are for canned/preserved formats, not frozen. Product does not match any allowed category."
supplier_products,081a3ff6-1d44-47da-b806-a87f79deffe4,Anydro Organic Tomato Paste,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,2b5f3c21-1770-4da3-b0ec-6147ffbcc8c7,Tomato Products,high,Tomato paste is explicitly canned/preserved tomato product per conflict rule — maps to Tomato Products category
supplier_products,816c325b-4f1c-4e53-9d62-f805e21df0ee,Italfree Pizza Base,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,8660789d-00a3-49d2-8489-6b42f2345b7a,Bakery & Bread Products,high,"Pizza base is a bakery/bread product — a pre-made dough foundation for pizza assembly, fits Bakery & Bread Products category"
supplier_products,02243bfd-9de2-4b79-812d-4f05f10b2212,Italfree Pizza Dough,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,8660789d-00a3-49d2-8489-6b42f2345b7a,Bakery & Bread Products,high,"Pizza dough is a prepared bakery/bread product, finished retail SKU for B2B food sourcing"
supplier_products,6362c93b-9472-412d-abb9-6fec2d97d134,Organic Fairtrade Madagascar Bourbon Pure Vanilla Extract,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,0a8f2c3c-b4ed-4759-849d-a545cdf551a2,Ingredients & Additives,high,"Vanilla extract is a B2B raw ingredient/flavoring used in food manufacturing, not a finished retail SKU. Fits Ingredients & Additives."
supplier_products,dcfa311f-2681-480c-8174-f57137fdea25,Muesli with Dried Fruits,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,a230a819-c000-4eee-b56e-3eea4e4f350c,Breakfast Cereals,high,"Muesli is a breakfast cereal product containing grains and dried fruits, directly matching Breakfast Cereals category"
supplier_products,c34db1d3-5798-4b8c-89c0-38c2b72bf26a,Tricioli Snacks,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,f20fccd2-3bbe-4b7d-9b01-6424ef184fba,Savory Snacks & Cereals,high,Tricioli Snacks is a savory snack product (organic & natural positioning typical of crackers/chips category)
supplier_products,bc5790b2-5ef6-40b2-a603-d7336f7ea68a,Quadrotti Snacks,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,f20fccd2-3bbe-4b7d-9b01-6424ef184fba,Savory Snacks & Cereals,high,"Quadrotti is a savory snack product (crispy baked squares/nuggets), organic & natural positioning confirms savory snack classification, not sweet biscuits or confectionery"
supplier_products,d96a9e62-ad24-41a3-9eed-1d58be462842,Targrissi Snacks,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,unclassified,Unclassified,low,"Product name 'Targrissi Snacks' lacks specificity on snack type (savory vs. sweet). Without clarity on whether it is a savory cracker/chip product or sweet biscuit/bar, assignment risks misclassification. Requires product description detailing ingredients or format."
supplier_products,69d4cf66-01fd-4fe4-9fa1-bf1d08b9c6cd,Frozen Strawberries,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,unclassified,Unclassified,high,"Frozen strawberries are a frozen fruit product. No category in the allowed list covers frozen fruits or fruit products. 'Prepared Meals (Frozen & Shelf-Stable)' is for ready items, not raw frozen fruit. 'Canned & Preserved Goods' is for canned/preserved items, not frozen. Product does not match any allowed category."
supplier_products,38ef2135-5af8-43b6-b212-e52f3d17e2fa,Frozen Raspberries,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,unclassified,Unclassified,high,"Frozen raspberries (fruit) do not match any allowed category. Closest would be 'Prepared Meals (Frozen & Shelf-Stable)' but that is for ready items, not plain frozen fruit ingredients."
supplier_products,3df212f7-7f69-46a5-ae1e-7a45720919b4,Martino Organic Corn Couscous,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,ff746938-df89-47ad-9551-b174340c7ce1,Pasta/Noodles,high,"Couscous is a grain-based pasta product, classified under Pasta/Noodles category"
supplier_products,bd23024c-82ff-4f5e-8de8-bff80d0cdcc1,Porridge Blend,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,a230a819-c000-4eee-b56e-3eea4e4f350c,Breakfast Cereals,high,"Porridge blend is a breakfast cereal product—dry oat/grain mixture consumed as a morning meal, fits Breakfast Cereals exactly."
supplier_products,8205ca2b-7ace-40c0-8718-caface7e809f,Muffins,d1adcc9f-c6a7-40a2-a4a9-5cfbc7d10dad,8660789d-00a3-49d2-8489-6b42f2345b7a,Bakery & Bread Products,high,"Muffins are baked goods; they belong in Bakery & Bread Products, not Sweet Biscuits & Bars (which is for plain biscuits/cookies per conflict rules)."
